t,x,z
295,65.70585651531209,159.5876562371285
300,65.93996566522381,163.71527030828113
305,66.03586259898863,167.80092640425138
310,66.10404814302105,171.8609206076791
315,66.04133424286111,176.02238384591965
320,65.86118794318838,180.17220557272373
325,65.48699105513322,184.38688544964452
330,65.11756793671445,188.6865994811579
335,64.74508349941586,192.95890039079904
340,64.31674061563923,197.17750110581815
345,63.88674439759289,201.25190779394046
350,63.51013970306302,205.25887585531643
355,63.17347404702674,208.72275835417497
360,62.88577515265126,212.11544961428476
365,62.752792240218874,215.36667014749466
370,62.67587843608862,218.58008601380902
375,62.556571464967384,221.8620229686061
380,62.40647742018562,225.28315196539825
385,62.22924746910063,228.7630911427401
390,62.035133655013176,232.2656188871556
395,61.80072601030185,235.7063055948076
400,61.57527312160986,238.92470588264945
405,61.331212078212964,241.77222041177276
410,60.86928149155787,244.2587015430131
415,60.03654224469489,246.38862846521695
420,58.68234955666323,248.10914388886692
425,56.93910827022102,249.32143794494442
430,55.02838604379845,250.03839932959258
435,52.7811797189867,250.24928004889273
440,50.34059089121475,250.1303522133244
445,47.45286705146218,249.8510314913453
450,44.06235299493257,249.52682435410344
455,40.08764556800266,249.14555655956087
460,35.71386384168177,248.79675727190332
465,31.30167107891414,248.4463000557924
470,26.922854014463905,248.03911852421686
475,22.60869745337505,247.56643756908628
480,18.37095939003502,247.13919399987236
485,14.240645263357342,246.75725740163045
490,10.156224583559784,246.36555388634414
495,6.166456831641002,245.89913290998456
500,2.2712121337301325,245.34201026050974
505,-1.3322704700318049,244.81203665033058
510,-4.583594697011549,244.38797467761844
515,-7.509515264353096,244.06239944687687
520,-10.022958750686922,243.84314762376783
525,-12.11984768221775,243.7187259898488
530,-13.747471391906895,243.67955627242412
535,-14.746417663081525,243.68383348421767
540,-15.155828227488685,243.68914635400682
545,-15.248772835443917,243.6874872787446
550,-15.240761552811554,243.6884556058365
555,-15.28216786432423,243.70153427905743
560,-15.464168616486475,243.70456637107804
565,-16.060131161154946,243.72512958660408
570,-17.104017673228366,243.8372004922885
575,-18.39928906708638,244.1654538174253
580,-19.837770664788263,244.84569442281887
585,-21.173445883152777,246.06749182703004
590,-22.275576795686632,247.9335534446483
595,-22.966218657101315,250.385016260281
600,-23.334757297400174,253.36888774963572
605,-23.584284377814814,256.7457707835888
610,-23.8311279104454,260.49401457325115
615,-24.12809785070759,264.6075783836854
620,-24.435474022711006,269.08496866794775
625,-24.807328019534832,273.8692901735474
630,-25.195052475070554,278.88068988753173
635,-25.61960986673261,284.13595101928246
640,-26.094981557424575,289.43140210696134
645,-26.61178274898083,294.70838308482325
650,-27.119189902181734,299.9061906863944
655,-27.644209799569733,304.9638009711437
660,-28.14380007177883,309.99143894221015
665,-28.654604783583274,315.16727154105695
670,-29.145883701774466,320.3838957784361
675,-29.643114897106177,325.7593571022652
680,-30.116759186379944,331.10185684502824
685,-30.592013786474393,336.4397298779605
690,-31.05185364939189,341.64141825686005
695,-31.50609164053134,346.68758129232464
700,-31.980479991640966,351.3839588943834
705,-32.45498072888554,355.8575613536574
710,-32.84961707897563,359.9123598340743
715,-33.16335332800785,363.43327127173444
720,-33.42692578244365,366.42833174380485
725,-33.73103789043219,368.84036798763884
730,-34.292674910059915,370.9378878336376
735,-35.26036099160179,372.78242606295163
740,-36.61053677618825,374.3177696429707
745,-38.61170381930319,375.57299472727124
750,-41.164659554475286,376.13613349565645
755,-44.047432974789096,375.8657816283416
760,-47.098727738412634,375.35672271668346
765,-50.43272085903284,374.85756794945934
770,-54.11808220986285,374.3240560139036
775,-58.201701421383646,373.8289870290334
780,-62.62861443395015,373.36103219008817
785,-67.21075820736273,372.91950775886585
790,-71.81027892820795,372.43827790636215
795,-76.38582813053256,371.92279818604453
800,-80.86719133235363,371.33084092166933
805,-85.29570913290387,370.73338410671164
810,-89.75056068761155,370.217126350985
815,-94.2618238799035,369.87235298362316
820,-98.64491255847753,369.60112373985373
825,-102.70464116512032,369.40299120809846
830,-106.22849000630416,369.216863407092
835,-109.30095923255763,368.9673252623463
840,-112.24937662919781,368.58236165616194
845,-115.20299108248952,368.1039526279081
850,-118.27443457933674,367.55196660687113
855,-121.62924339656243,366.9622493378504
860,-125.42366754797126,366.28476482641616
865,-129.48194937211602,365.7239630508281
870,-133.93781797961083,365.144114906295
875,-138.6959070728134,364.7538278567649
880,-143.64509158570658,364.4483315982065
885,-148.58899409722545,364.10913028576465
890,-153.53563520075863,363.721076129416
895,-158.335435575514,363.21581640133917
900,-163.21584998758343,362.69969573316087
905,-167.9710924500203,362.1157072324392
910,-172.61918954381605,361.4969180962828
915,-177.19259461472313,360.9565994179482
920,-181.57261808154558,360.46126753278014
925,-185.59719224821424,360.02845739495564
930,-189.09200345636205,359.644605044697
935,-192.1451547366746,359.21532462234865
940,-194.85773378640624,358.6748866867085
945,-197.21415288650778,357.76274097312006
950,-199.18343313727559,356.2790366568982
955,-200.58624388950355,354.06096251410753
960,-201.26992009481577,351.3260108079972
965,-201.2681311559964,348.25849960309
970,-201.04620323254477,344.9489681665809
975,-200.5806950780191,341.3371770001766
980,-199.98026744663758,337.39848241169364
985,-199.2618624778358,333.1880473525248
990,-198.48959555563152,328.74175030744055
995,-197.7946094871981,324.1668240729198
1000,-197.13778707419743,319.50582846241946
1005,-196.5216342248012,314.826787742361
1010,-195.93688937624978,310.05294622407825
1015,-195.38426100224177,305.26843934552966
1020,-194.81951670188928,300.53105967893475
1025,-194.3081350285082,295.9004260453819
1030,-193.82472986380856,291.223695656368
1035,-193.35385347605066,286.62439304390404
1040,-192.76250831329781,281.909111891971
1045,-192.17568517028116,277.1903715255453
1050,-191.59832012498003,272.31669358287616
1055,-191.05317925669925,267.45153405972644
1060,-190.4673077644441,262.4877824779305
1065,-189.80973018776731,257.49675380778865
1070,-189.12108814489116,252.48021918966575
1075,-188.41416105072227,247.54531223614774
1080,-187.72979162260563,242.53641010609877
1085,-187.1050239616485,237.67659703537169
1090,-186.5418922567177,232.93496638222598
1095,-185.96957499480183,228.54301420508307
1100,-185.54474910531158,224.4710512315097
1105,-185.25989622918212,220.83289488974677
1110,-185.02207903086835,217.75331185742655
1115,-184.72030462232152,215.21229984661755
1120,-184.08982637231657,213.08740370894037
1125,-182.9708986855219,211.31836993268405
1130,-181.3712301148023,209.68465174558332
1135,-179.0852353073337,208.38499111106626
1140,-176.1866583583874,207.7182883736157
1145,-172.9186048124806,207.72984139836785
1150,-169.32373994065054,207.9835726570659
1155,-165.562061721393,208.27388241761477
1160,-161.5058763465554,208.64544742783903
1165,-157.23954109195017,209.07956346794552
1170,-152.8126306717636,209.58136071480436
1175,-148.31469533497082,210.20897135952706
1180,-143.85138933343305,210.9521667408523
1185,-139.41879920888707,211.75031279126847
1190,-135.16237469511213,212.4985796448232
1195,-131.1972435252034,213.139049428554
1200,-127.6214312563928,213.6175885238097
1205,-124.48649282514164,213.9216708743711
1210,-121.47945830078882,214.13963198923977
1215,-118.52180164592818,214.38475169593212
1220,-115.6620451307893,214.7931051635569
1225,-113.01303925341365,215.6213383822813
1230,-110.66806053715307,217.02851908686966
1235,-108.90257249398985,218.93420595146506
1240,-107.69337044805893,221.2255551365893
1245,-107.11070756929625,223.64872653241616
1250,-106.82897211648225,226.20150271311587
1255,-106.48406979082462,228.72471536724177
1260,-105.91820688140776,231.0206837027205
1265,-104.95701361955032,232.75217674360565
1270,-103.55759437773796,234.03292777604742
1275,-101.94904908107358,234.88885277321566
1280,-100.0027368802059,235.46548876199824
1285,-97.6898998070466,235.96770930354205
1290,-94.92892762671903,236.40949564392747
1295,-91.7670134681925,236.91979556064288
1300,-88.22698568666763,237.46868916815754
1305,-84.3520428512406,237.99981007159846
1310,-80.28859386535137,238.51261967431765
1315,-76.01610042724947,239.05318402160853
1320,-71.6634180462992,239.61399222781796
1325,-67.37912744929662,240.2429473869921
1330,-63.0787172432232,240.91138809031983
1335,-58.8807168028411,241.56067538543846
1340,-54.91657343917448,242.17830262457238
1345,-50.945742215308854,242.8417595555669
1350,-47.15710006326306,243.49642627921222
1355,-43.72303909353302,244.1296744697158
1360,-40.32507090573472,244.72830029553631
1365,-37.263683421873154,245.2352353630015
1370,-34.674927153877356,245.57799028404256
1375,-32.495759270600466,245.74255221986428
1380,-30.73949703060037,245.76510074581878
1385,-29.43411539174656,245.68212996198943
1390,-28.585180683255654,245.540991188029
1395,-27.7793541917845,245.34685829472954
1400,-26.865182541414402,245.04725282001974
1405,-25.637845856725534,244.40058523238056
1410,-24.189156940578,243.19553890248903
1415,-22.919323534201197,241.28755995729162
1420,-22.110182203990174,238.72020300298436
1425,-21.53806571837837,235.53418943527544
1430,-21.129185111504054,231.78842213374384
1435,-20.712074825906132,227.55289918033728
1440,-20.23159567202383,222.90087455302867
1445,-19.635195180431918,217.89299925708085
1450,-18.893794463421553,212.5244275618864
1455,-18.071981603068732,206.93278685097533
1460,-17.21667469510291,201.24161496013974
1465,-16.33312800429177,195.45743858111496
1470,-15.481359691510727,189.5218234217645
1475,-14.669073216642042,183.41881475671912
1480,-13.860334348095014,177.1132372129022
1485,-13.035050690930202,170.72302062922532
1490,-12.22405495113915,164.21654643416184
1495,-11.371574794623587,157.7467253448707
1500,-10.485567148579648,151.30028033159647
1505,-9.563915671747976,145.103858621779
1510,-8.667613534118361,138.75746495555765
1515,-7.743577226000417,132.52928949504553
1520,-6.864089968305545,126.62140497084172
1525,-6.11342606157473,121.18010767644171
1530,-5.455939428580565,116.23026440782684
1535,-4.8915658411800615,111.90230087499893
1540,-4.416578385310811,108.11944731109016
1545,-3.6522742702582143,104.94978088073412
1550,-2.413166971265795,102.34793263902107
1555,-0.7504717348726195,100.35730712172159
1560,1.388550968845114,98.90872637223178
1565,3.838503661045488,98.2318676284111
1570,6.3479955317633525,98.14965617549267
1575,9.01632307799807,98.30365650308346
1580,11.991323289565713,98.53393230297985
1585,15.33545973694479,98.79019948342498
1590,18.96910838994744,99.10341436243095
1595,23.052988716894653,99.68245504365025
1600,27.31228237396689,100.50352487486823
1605,31.603578797418827,101.2623689021248
1610,35.83034701279345,101.76223934258704
1615,40.04776084799199,101.9949342708574
1620,44.31760956085342,102.09817922432295
1625,48.84438542477693,102.29023268312801
1630,53.45554956258949,102.49267931004609
1635,57.949333800263375,102.36141853937426
1640,62.29211448401337,101.73624791308187
1645,66.57765309879181,100.76286760970667
1650,70.87290070755881,99.68992937232574
1655,75.2956204995632,98.5297319516621
1660,79.77058927008306,97.09674667324815
1665,84.35952943186984,95.35229491435287
1670,88.93117996107627,93.61596998384526
1675,93.37900378954089,91.75525286865361
1680,97.74322653961298,89.60219879648925
1685,101.80360583695935,87.19292357964868
1690,105.60529358527666,84.67464843449496
1695,109.07426575232871,82.36087838439997
1700,112.20962136604574,80.45508564084537
1705,115.10486832609573,78.66785998917796
1710,117.91186801772415,76.84604549243029
1715,120.76702086280233,74.91966078309856
1720,123.86508868398711,72.90591721503746
1725,127.17840220429466,70.99158604481686
1730,130.72650296044182,68.9425415904239
1735,134.59813369075468,66.66529447108208
1740,138.71496916617576,64.24257910531311
1745,142.88389098733063,61.770398403649935
1750,147.04149864602948,59.275415746564185
1755,151.24138131277786,56.89321073189689
1760,155.30646439842923,54.55059803430907
1765,159.23581142105402,52.16770641124565
1770,163.14499302525198,49.84333485193664
1775,166.74202077900546,47.60974199308845
1780,169.779971256054,45.66070702445278
1785,172.3370034619402,44.0115728113106
1790,174.98253786770044,42.91052532076422
1795,177.77045098366216,42.49726540295771
1800,180.73775201978464,42.6194802655973
1805,183.8656352145412,42.99587501152272
1810,187.18052909576545,43.29741889901585
1815,190.66206369853404,43.51286732467181
1820,194.19228770915478,43.621849698582885
1825,197.97051255285888,43.745815772560185
1830,201.78999590429558,43.903840548341954
1835,205.72828785714168,44.07164202450893
1840,209.74415061195933,44.214091398024344
1845,213.87744975436178,44.305073306115425
1850,218.05679690942145,44.4233412792523
1855,222.28159394897668,44.59802291722337
1860,226.5275343717852,44.793920998240026
1865,230.88569993851053,44.91401276348613
1870,235.30319181632944,45.05827106730248
1875,239.68258826757952,45.227908688639026
1880,244.09642892765453,45.35566257029458
1885,248.63065397286275,45.4508450211243
1890,253.06045233953682,45.549006583510746
1895,257.4077401911102,45.692169291853766
1900,261.6778943547779,45.8829090513512
1905,265.6864014635125,46.08611455016585
1910,269.3406166087311,46.283221579606696
1915,272.7304530641553,46.375012098315175
1920,275.8041546411377,46.269268968777375
1925,278.47476220165663,46.00860084036786
1930,280.60503842866734,45.725975731696586
1935,282.20517759568895,45.5814252705694
1940,283.5176620990738,45.6369484431867
1945,284.73975485722633,45.969818509953626
1950,285.9167116496509,46.64676362971089
1955,286.9752314076594,47.76443947671669
1960,287.8028377942591,49.479819782670496
1965,288.26979788785263,51.72695413684989
1970,288.563202035683,54.56062061815305
1975,288.5260204963951,57.89478367032125
1980,288.26865706270604,61.748931374010574
1985,287.9037165265933,66.03253084910162
1990,287.56823011728426,70.7687691995702
1995,287.30638531163277,75.55583211845934
2000,287.03905058675,80.52433671705208
2005,286.7271421055244,85.57122370445566
2010,286.4258577761295,90.5666515902549
2015,286.1138898677708,95.65296934805619
2020,285.8036234151759,100.78248476541363
2025,285.58906436586,105.89664618387174
2030,285.284161281668,110.87309134765219
2035,284.92883016450224,115.93663877221447
2040,284.63462352302156,121.0208498804581
2045,284.3723691956258,126.06860114747066
2050,284.1291151667617,131.0991666927552
2055,283.9911965737943,136.1341865859628
2060,284.0194506019509,141.0979691588478
2065,284.1166111746135,145.99839395126634
2070,284.26995531539126,150.8252686044402
2075,284.3241201441494,155.5242273530022
2080,284.3624457545265,160.18451374182624
2085,284.4039368373756,164.47819719920733
2090,284.61420927123737,168.3859451073401
2095,284.9274267498067,171.80940736934193
2100,285.3247480984135,174.75386627363687
2105,285.66184909471735,177.4584265908538
2110,285.6824360097738,180.122635954755
2115,285.1198127684924,182.7080151194529
2120,283.863224595228,185.0976333286904
2125,281.7627727338119,187.13436118108152
2130,279.0459371186291,188.56107634982945
2135,275.7241010625846,189.64564792075404
2140,272.10301811268533,190.76843394423628
2145,268.23109509309745,192.0306443204772
2150,264.03908861561104,193.51162970054494
2155,259.5121623939792,195.14097724848747
2160,254.93425037102494,196.8781875682417
2165,250.50335282714937,198.8204258408927
2170,246.21301576877238,200.98356756099275
2175,241.82685134689441,203.1948157424715
2180,237.37854783187944,205.2187665265512
2185,232.78828122558048,207.1096791726844
2190,228.0675397852399,208.8437475731239
2195,223.21123072501874,210.46121024301289
2200,218.57503281627794,212.04362631349363
2205,214.12761782813797,213.65414145163538
2210,209.8134441594157,215.18135490794316
2215,205.75388172536012,216.60485336568598
2220,201.920071422497,217.91310216493002
2225,198.57267313620736,218.99053099570605
2230,195.60520054905922,219.95732799170796
2235,193.20326568693443,220.77939449196342
2240,191.4343373808564,221.48113583525276
2245,190.28153572187043,222.03369178075334
2250,189.23755951115464,222.59928722434458
2255,188.18625839988565,223.20163988903042
2260,186.7621156749338,224.09164068908981
2265,184.7309863739326,225.28211404122231
2270,182.1932453597196,226.64459059040303
2275,179.25162246488986,228.02822548189016
2280,175.89531594559458,229.40505596540058
2285,172.29431179878281,230.7680611398308
2290,168.44348894911965,232.17123591621214
2295,164.40530505463178,233.68219053036302
2300,160.3124835932076,235.2144926873069
2305,156.21923843254277,236.73543002007787
2310,152.20374796366667,238.22083706249586
2315,148.4893560969892,239.56571363613605
2320,145.250941557053,240.66989915277162
2325,142.443678914188,241.48890015974473
2330,139.59820148595972,241.86373505001077
2335,136.79159319779214,241.67369218920734
2340,133.88640789478737,241.0528984012845
2345,130.66564008082105,240.25928588243096
2350,127.13937351823263,239.40221358122
2355,123.17796917548259,238.4487433484105
2360,118.78915104289746,237.53415974700218
2365,114.03706467775514,236.62394347447778
2370,108.93394813664744,235.5786182737765
2375,104.07890551455955,234.52365362053243
2380,99.19723467388292,233.42500886674193
2385,94.39102546742782,232.34168788056658
2390,89.69521714931344,231.32686461477053
2395,85.04735960663548,230.35031885293932
2400,80.48818542692915,229.35841398511673
2405,76.07371410281566,228.3252315642639
2410,72.06223752815941,227.35405547092589
2415,68.52831384630957,226.53718780009038
2420,65.43179228885977,226.039391766045
2425,62.51315050697397,225.996473845826
2430,59.732817016785546,226.49296373839238
2435,57.2663845212119,227.8176404739481
2440,55.22922092808395,229.8375744357944
2445,53.70638929702946,232.53988371735062
2450,52.70798913397635,235.6941329447428
2455,51.900436501965416,239.34633508498794
2460,51.20334914733268,243.14572792600563
2465,50.48379120947919,247.14514232315713
2470,49.62952325614249,251.46203061156305
2475,48.70474513414643,255.84559534682805
2480,47.72291917923996,260.58676891062976
2485,46.730617373167156,265.4115864709413
2490,45.66473742745067,270.59706240742236
2495,44.570762424945556,275.7731038958314
2500,43.49240919506665,280.9808979534513
2505,42.37631909036814,286.1498356016153
2510,41.245299742162,291.3082378940273
2515,40.193843882635306,296.36590022395364
2520,39.18724493200509,301.2860888228907
2525,38.10369926258208,306.2393573410635
2530,36.99583165199582,311.0672199590599
2535,35.74960170637692,315.8644886005818
2540,34.3790033924664,320.565927935988
2545,32.97880935245882,325.31402348504037
2550,31.697356717810738,330.1685039528738
2555,30.60646725683969,334.95678175026706
2560,29.543264076964284,339.85570435775725
2565,28.521030843824825,344.80632684660293
2570,27.55448899727195,349.7420888518509
2575,26.63429089252735,354.46180241189825
2580,25.774730369040018,358.92106958776566
2585,25.10418260362589,363.0423945587139
2590,24.607892624743272,366.6294593395637
2595,24.133397044176238,370.0094705364032
2600,23.51659466666273,373.2468797733792
2605,22.60048384254599,376.51050109269664
2610,21.467767501920417,380.0872390494302
2615,20.36590992874803,384.0064319694224
2620,19.378679688310193,388.3499548817178
2625,18.55702402273969,393.0506442185762
2630,17.716464922854648,398.08565202733297
2635,16.750930980969,403.3194145342844
2640,15.704852495758466,408.5239357286258
2645,14.600663170756917,413.68418907026455
2650,13.506080838998777,418.8450090251236
2655,12.432645895051675,423.8986070539885
2660,11.42844614387222,428.7489492685021
2665,10.430387159567333,433.24882643176045
2670,9.378420227426936,437.36797202910657
2675,8.264905363617869,441.085106832867
2680,7.1261352407702265,444.28966180420764
2685,6.324278365759963,446.9824995173103
2690,6.228762862195658,449.38404704465677
2695,6.912174873067925,451.44147170697704
2700,8.264400535758314,453.06379039528525
2705,9.973088289393292,454.12269569501336
2710,12.109921950737426,454.75573999874416
2715,14.721092298295844,455.2321751477078
2720,17.71034178034394,455.8156161830887
2725,21.023147147412903,456.49421738807223
2730,24.753322991102497,457.33344008429054
2735,28.802996133155283,458.2431320572115
2740,33.13787333881537,459.2419072366027
2745,37.74554777945945,460.2190881480821
2750,42.45452930089949,461.23584540988986
2755,47.2002957376789,462.2584440069606
2760,51.93589026364169,463.2732813814205
2765,56.64054225589507,464.2367094991849
2770,61.260178816808825,465.2158642018298
2775,65.80198984169951,466.1614788038245
2780,70.2567129227226,467.15556571783964
2785,74.62096648324385,468.1960651230696
2790,78.85531486400322,469.4637773591373
2795,83.01378341462544,470.9082450657068
2800,87.02582294168297,472.4908498068729
2805,90.94400282509035,474.25650391284137
2810,94.66529214508013,476.2021048194512
2815,98.26729163952562,478.2813325562627
2820,101.75981851329543,480.46276747114445
2825,105.10371444047988,482.7745502006865
2830,108.22417312077886,485.1885736853204
2835,111.21416966665392,487.68437898649887
2840,113.87073155154705,490.1010595126964
2845,116.15167147197505,492.316708036729
2850,118.14390407957626,494.12506233486204
2855,119.80878224432101,495.3709459292436
2860,121.43052107139471,496.3291520292218
2865,123.12726997928083,496.88529631946005
2870,124.9812726969497,497.0331333110736
2875,127.06322994034709,496.6719054610494
2880,129.37822966149713,495.55409451005704
2885,131.93823522809313,493.6097331105913
2890,134.81481980511276,491.07162333550735
2895,138.00855250057376,488.1119149929429
2900,141.5809318637182,484.7446818761436
2905,145.19396917896253,481.31896840351953
2910,148.83952064645754,477.9316227762241
2915,152.55929961755766,474.5616088476821
2920,156.27364259025043,471.17545909704836
2925,159.9441687210821,467.7910291570907
2930,163.50704527438754,464.59852437879846
2935,167.14349123242383,461.34334075675235
2940,170.9922332203722,457.9415854467788
2945,174.9492249988603,454.39654720504944
2950,179.07637369658528,450.740523754733
2955,183.11154078388694,447.2276962280741
2960,186.91170580951956,443.89230265931536
2965,190.62046286980654,440.6878876411575
2970,193.8257515648462,437.7771064972089
2975,196.2888896524247,435.1172139293769
2980,197.88952951412054,432.51090947195394
2985,198.49460777913822,429.82858137195785
2990,198.06693542331993,427.18091698560005
2995,196.785393150711,424.7330560086089
3000,194.85623820454455,422.38463517485553
3005,192.32307358907556,420.2554815671637
3010,189.15281469355523,418.3646806997383
3015,185.38798553817895,416.6724105411628
3020,181.10324740016355,415.13200424377607
3025,176.36090352447283,413.74682353318315
3030,171.21338116697237,412.34109466310673
3035,165.91917570404118,410.9642181849487
3040,160.54513400569783,409.63473055867144
3045,155.01612373654552,408.3390676419428
3050,149.5943128344502,407.183525879693
3055,144.14945688714525,406.04974952746795
3060,138.79957746644698,404.9415487766019
3065,133.55161502285395,403.85952136947986
3070,128.35119868883888,402.80413367611754
3075,123.3213068481477,401.8312986757679
3080,118.53708797240157,400.96409951599895
3085,114.2107402792166,400.25460147099926
3090,110.33188275388889,399.5587768251689
3095,107.05309873513589,398.71866072664375
3100,104.56149036079034,397.55929014727803
3105,102.78578452825253,395.86560708891415
3110,101.84320328042081,393.6616472921273
3115,101.58709732033714,391.1207673698624
3120,101.79263763779548,388.3329548188759
3125,102.21836580479376,385.2941422802333
3130,102.75140217499887,381.8478855526997
3135,103.46151306685391,377.9582043661835
3140,104.32657538889119,373.62184024418593
3145,105.38519363599647,368.8359882998666
3150,106.45431013061616,363.85147021370733
3155,107.56391281277871,358.64570966374345
3160,108.76238293272007,353.3989896184945
3165,109.91367406947134,348.19977278742
3170,111.05381123356266,343.03422403598864
3175,112.19731610111612,337.79320451068423
3180,113.33133570801168,332.4263378443583
3185,114.50874884968701,326.8943977291832
3190,115.69649225568028,321.2402877267498
3195,116.90492556410913,315.46014864033293
3200,118.14147180923463,309.6927526926796
3205,119.42902608632986,303.9980300371943
3210,120.6918680999092,298.1937665449121
3215,121.94878338325596,292.4438893342549
3220,123.092584969359,286.9336085902306
3225,124.30883974882316,281.3972505525044
3230,125.46788127295358,276.0853480482937
3235,126.57696225084152,270.84628884791385
3240,127.65896390229484,265.94205316949245
3245,128.64977277109602,261.5218423026642
3250,129.63122762937465,257.45034238387814
3255,130.4930777579748,253.89976824627553
3260,131.28677409416883,250.90174675808106
3265,131.83871499222826,248.3433882759232
3270,131.94722038961703,246.1124090733188
3275,131.575739137498,244.07588932654028
3280,130.69649734216438,242.12971224939037
3285,129.2447655339967,240.36740027898276
3290,127.15510732689364,238.87153417970237
3295,124.55263838595361,237.7692672144845
3300,121.44133715712017,236.89695132639972
3305,117.76163253750723,236.0456544152446
3310,113.57129280132473,235.24267983925404
3315,108.85174126247226,234.28234897469844
3320,104.04495961085784,233.31957962407958
3325,99.21735206381588,232.26451998098918
3330,94.43770198095511,231.1438607462728
3335,89.6322505774855,230.05000420014898
3340,85.04120168107914,228.9924581546335
3345,80.45306796596716,227.961124212698
3350,76.05522228146513,226.9427382576454
3355,72.14916099692599,226.03825550726114
3360,68.84537311129641,225.29077055061305
3365,66.25158265998866,224.86279867709845
3370,63.93910955831081,224.38567487124027
3375,61.69653590904028,224.56741845500306
3380,59.59074480403798,225.22438421673527
3385,57.585910061931045,226.51540109173823
3390,55.960530956415916,228.30818621891834
3395,54.7434205925083,230.5021087550352
3400,53.92872096926982,232.8848255508073
3405,53.37384142817381,235.47315987727606
3410,52.879332962541056,238.11746134916163
3415,52.23003109289831,240.68929437264035
3420,51.19945211217188,242.97886623875377
3425,49.62505980425682,244.83170089017528
3430,47.59007283977492,246.08810173219314
3435,45.25126596776366,246.69574115152912
3440,42.835902251744066,246.58290774755682
3445,40.17421320425675,246.11863654194337
3450,37.058299698682596,245.52734960761106
3455,33.39885416457463,244.8515873505479
3460,29.293093064136283,244.09922943851396
3465,24.82924221665288,243.24575202942611
3470,19.934160981663464,242.2497306390956
3475,14.723203373245628,241.13868214927558
3480,9.425362947750152,240.0260084308011
3485,4.12351984383336,238.9392371591317
3490,-0.9922880985877445,237.76305297091739
3495,-5.922867019227265,236.60742858562517
3500,-10.40260653577761,235.5388638516678
3505,-14.381038400903325,234.60099360601941
3510,-17.820934105942303,233.80725842802968
3515,-20.462732810385113,233.27420027440553
3520,-22.31641254331056,233.0175383055361
3525,-23.601491753034058,232.92995105492133
3530,-24.74390456107169,232.97064127787897
3535,-25.85117667595209,233.1439799987741
3540,-27.28584512188536,233.6373354727768
3545,-28.903980370095933,234.6799387912045
3550,-30.389307422842133,236.44094279146853
3555,-31.449925202357676,238.94758993517806
3560,-32.131078077205586,242.11246915454743
3565,-32.75174549963601,245.98003675463087
3570,-33.49346366862765,250.33810976967038
3575,-34.393448475416655,255.28079377265868
3580,-35.38811829745673,260.6487257914405
3585,-36.4706564100174,266.39524649790013
3590,-37.66011149918344,272.47513850298486
3595,-38.884838585906756,278.5292291667428
3600,-40.09365231523085,284.6811525643168
3605,-41.284691371521184,290.86314697215795
3610,-42.50339050233839,297.0975433225527
3615,-43.71137032027153,303.4226193716882
3620,-44.89340356151143,309.57406755094286
3625,-46.104988539329035,315.8200036325226
3630,-47.276522019451996,321.90523204226474
3635,-48.45647889837695,328.00201884350514
3640,-49.60534470993802,333.76099828721
3645,-50.698141280268814,339.0533254100154
3650,-51.682850309178775,344.081576149252
3655,-52.487236735168736,348.577344411193
3660,-53.167711790674815,352.48550561743633
3665,-53.79337363108016,355.7566075832633
