t,x,z
515,914.2055804254034,-686.723899862571
520,927.1937480438488,-695.536833491469
525,939.8562693060843,-704.3794747529864
530,947.3245830782969,-708.0660058917776
535,952.1187864605073,-710.1548940266049
540,960.1621314136843,-714.535890586191
545,971.1592648016014,-721.4173776362045
550,981.8074510908818,-727.6871921169117
555,991.2458360392669,-733.4425221265064
560,1001.2945832661692,-739.9214869649668
565,1012.4272380674032,-746.3479477680752
570,1023.540839429007,-752.8000065189672
575,1033.5149276073423,-758.3227945244038
580,1045.1476988707682,-764.6700249567906
585,1057.3682740243032,-771.5690380365058
590,1068.2357133003513,-777.6826527175075
595,1078.9399019562475,-783.3958178256067
600,1091.2199059478037,-790.2638645577507
605,1101.8585767833263,-795.8354917947303
610,1112.179431275795,-800.7280126580065
615,1121.033026224406,-805.7630811170691
620,1132.5235968022234,-811.6584207531854
625,1144.8127627422564,-817.9278108710681
630,1153.902738941338,-822.1954625021625
635,1164.5868925298455,-827.1885261033009
640,1176.5120988960641,-833.2342199236648
645,1188.6147794228566,-839.0924955701797
650,1201.0822550442758,-845.172156309341
655,1213.4162707446228,-851.0649726533633
660,1223.066843181314,-855.8161473647509
665,1234.7582129174891,-861.3281897637062
670,1246.0829789396437,-866.6910584641086
675,1257.0710805735887,-871.3096998316621
680,1266.1122858759695,-875.7581869093624
685,1274.252079944075,-879.5343757559685
690,1285.4943244015071,-884.6737380767763
695,1292.6658679992004,-888.7231604507373
700,1304.5911355265366,-893.7452477153986
705,1316.7215282721106,-898.7092164211116
710,1323.8658958609142,-904.3223118481781
715,1326.66648187658,-906.8862561076913
720,1332.5618332467895,-910.252121550978
725,1339.6663192940646,-913.7186760232789
730,1341.7343672777145,-915.6446064083134
735,1346.9827100639332,-919.7152691109895
740,1352.3306616772209,-923.0780685400147
745,1358.90706222138,-926.718173355768
750,1362.3470621876224,-928.9876019819109
755,1367.3828447949868,-932.1753293336791
760,1374.3007370899359,-935.2532720433405
765,1383.58598183559,-938.3798546496183
770,1395.6266015967758,-943.9390404004995
775,1405.7278827505204,-946.7782096130858
780,1410.4862901777892,-949.583465153662
785,1423.88774431989,-958.1609394661533
790,1432.9426451476077,-961.872246845916
795,1441.2255226943253,-964.698348980369
800,1448.9471765733274,-966.530951583143
805,1457.505416901496,-968.8215061187462
810,1466.9733306325195,-971.0728939818212
815,1476.6666754184437,-973.105609053074
820,1485.8944985724024,-975.9510185607173
825,1495.5815114460397,-978.627990807638
830,1506.6779313738832,-980.393709083689
835,1515.8481797652937,-985.3237925250623
840,1525.0070835482566,-990.350393351825
845,1536.3573264994734,-997.5894092391899
850,1546.7925494082606,-1002.6034177697367
855,1555.7403562575232,-1004.737268600177
860,1565.8338247003712,-1005.7429981582629
865,1575.8676042842296,-1006.6776530767705
870,1584.7627301612097,-1007.3026985070269
875,1593.0234676050445,-1007.9827559590482
880,1601.060689114413,-1009.1408790865125
885,1609.0342516496303,-1010.8141924841597
890,1616.4912003593013,-1013.1496156029191
895,1623.447478163845,-1016.2257101535855
900,1629.9093671561222,-1020.070693259939
905,1635.6166242396243,-1024.7958767213959
910,1640.5492562592697,-1030.0850034010066
915,1645.2828748162156,-1036.4554906094634
920,1648.95813115073,-1043.1174344985088
925,1651.7053194083637,-1050.1939151773868
930,1653.1787761656933,-1057.9397973440437
935,1653.995694471712,-1066.4255433434957
940,1653.4979747193481,-1074.9677109182
945,1651.9451751908387,-1083.236163771421
950,1648.430070498682,-1092.0097889297951
955,1644.2257554423263,-1099.785174759204
960,1638.0858183712292,-1107.0912952635288
965,1630.542209101324,-1114.5316828307737
970,1622.4497742912833,-1121.3457410806059
975,1615.4271211481835,-1126.0589430249263
980,1607.6135707678745,-1129.8829772866382
985,1600.0602357924888,-1133.2046751884568
990,1591.7171998157644,-1137.3255215582142
995,1584.0553922789304,-1141.401969156271
1000,1575.839377519332,-1145.1878260275123
1005,1568.2965610562305,-1148.1801487853472
1010,1560.7835186703396,-1151.8670803927528
1015,1553.371341559237,-1155.2366331272942
1020,1545.620740818163,-1158.240636150734
1025,1537.1979803376103,-1160.4020459061578
1030,1528.8154379695588,-1161.4586044265384
1035,1520.2410383814865,-1161.4178872547454
1040,1506.7475874883448,-1159.4718906827682
1045,1499.6082062451308,-1156.9061094768654
1050,1490.9672600504632,-1151.3299955495766
1055,1484.7557377141259,-1146.2242891457822
1060,1479.7056810966503,-1140.6918480243453
1065,1475.2334756443124,-1134.0230117764315
1070,1472.2992000612,-1127.0157711474344
1075,1470.5124476115184,-1118.8232197118969
1080,1470.6559523487415,-1108.4606782813328
1085,1471.6750984746395,-1097.6007295537681
1090,1472.9380039190128,-1087.4227152453166
1095,1474.716121687579,-1076.2361931979833
